COGs	BG1	BG2	BG3	BP1	BP2	BP3	BS1	BS2	BS3	RG1	RG2	RG3	RP1	RP2	RP3	RS1	RS2	RS3
COG0185	34.3	18.2	15.4	160.6	153.6	125.6	12.3	10.8	10.6	2.1	2.5	1.2	32.0	14.5	18.9	6.6	5.6	5.9
COG0186	54.1	19.4	14.6	144.7	133.7	100.0	13.1	14.1	18.6	1.8	1.0	1.0	12.5	13.2	13.2	1.5	2.6	3.6
COG0187	147.9	31.9	40.0	211.2	245.6	336.9	50.8	58.6	29.5	2.4	2.7	3.0	148.4	71.0	119.2	20.0	21.1	20.0
COG0188	64.6	28.1	54.3	47.6	69.3	94.1	106.3	103.7	12.3	3.6	3.1	3.4	127.0	86.1	122.1	16.8	20.6	23.0
COG0189	127.0	19.7	34.0	26.1	42.4	93.4	92.1	61.3	11.0	1.0	1.6	3.9	80.5	35.0	57.2	7.5	11.8	7.3
COG0190	65.4	45.9	31.1	108.9	129.6	91.8	31.5	39.7	19.9	5.4	2.9	4.1	38.6	39.7	53.1	10.4	12.5	10.9
COG0191	57.1	32.9	30.3	107.2	95.0	105.2	38.8	19.7	15.6	4.3	2.8	2.4	35.5	38.7	42.4	15.1	16.8	14.9
COG0192	2.3	2.6	10.1	45.7	61.8	98.2	54.5	128.9	13.6	3.3	1.7	2.2	94.7	65.8	84.0	9.9	10.6	12.3
COG0193	36.9	5.5	14.5	19.1	35.7	55.6	22.5	18.9	8.3	3.3	2.9	4.0	47.2	31.6	29.4	9.5	11.5	10.1
COG0194	4.9	3.4	7.9	30.2	16.0	58.7	18.2	45.4	6.5	2.4	2.6	1.7	48.2	58.3	68.3	8.5	8.9	9.9
COG0195	74.0	103.1	18.4	129.5	137.1	174.0	50.1	68.1	29.4	2.1	2.6	2.3	134.9	106.3	158.6	5.6	9.6	7.8
COG0196	66.3	40.7	25.3	38.0	32.5	60.9	35.6	122.6	12.0	2.4	1.9	2.2	91.5	46.7	61.4	10.3	12.2	12.6
COG0197	29.5	7.7	16.9	62.1	89.5	80.1	17.8	40.4	6.3	3.5	1.9	1.9	24.4	26.1	24.4	7.4	8.8	8.2
COG0198	22.7	3.6	9.6	24.4	28.3	82.8	14.4	33.3	4.0	2.8	2.6	1.0	23.3	15.7	27.0	5.6	5.7	8.6
COG0199	45.2	23.6	14.5	233.4	324.5	185.0	9.5	10.6	13.9	3.3	3.7	2.3	15.5	9.9	14.6	11.7	13.1	11.2
COG0200	36.5	15.5	15.6	181.9	196.0	145.6	17.6	11.5	14.3	2.1	3.1	2.2	52.3	23.4	58.3	6.4	8.1	6.9
COG0201	133.8	77.1	47.4	723.7	667.1	463.4	57.8	48.8	61.3	4.7	2.7	2.4	257.0	70.8	151.0	9.2	11.5	13.2
COG0202	84.5	20.5	29.4	275.7	286.9	347.3	40.7	54.9	23.0	5.8	3.3	3.4	88.5	85.4	102.3	16.5	17.6	18.0
COG0203	51.0	27.9	14.3	194.1	255.2	175.4	15.8	16.9	16.6	1.8	3.3	1.3	26.3	22.7	25.0	5.2	5.7	5.7
COG0204	37.1	15.7	21.6	50.7	55.6	78.1	57.4	96.3	13.3	10.0	9.1	6.1	42.1	44.8	55.3	26.4	29.4	24.5
COG0205	3.7	23.0	12.2	2.8	4.0	5.0	22.1	12.6	10.1	8.2	5.6	9.6	84.3	52.4	91.6	26.4	27.4	20.4
COG0206	1.5	88.4	2.0	4.2	15.8	21.9	28.6	3.8	27.5	2.5	1.5	2.6	104.9	67.5	68.6	7.8	11.7	6.8
COG0207	14.9	13.5	28.0	65.2	63.0	48.5	41.1	44.9	14.8	8.3	3.4	5.6	39.6	89.5	69.4	13.5	11.3	11.8
COG0208	9.3	19.4	5.7	13.9	46.9	51.1	13.9	17.1	26.9	4.0	3.3	3.0	69.5	48.7	67.3	12.5	18.1	14.5
COG0209	38.1	29.8	15.1	68.7	103.2	85.4	74.4	69.8	23.9	5.7	6.2	3.1	111.6	83.9	125.7	21.4	27.0	25.4
COG0210	77.6	15.4	58.9	45.5	115.3	161.6	89.7	126.8	14.8	3.3	3.5	4.0	115.0	94.4	124.6	16.8	19.3	16.3
COG0211	15.8	8.8	7.8	140.1	55.1	64.5	8.1	12.5	7.2	2.9	2.6	1.2	26.1	16.8	27.0	6.0	5.5	5.7
COG0212	35.2	12.8	13.0	43.9	17.9	51.2	39.4	63.6	7.4	1.6	1.0	2.0	53.7	51.4	52.2	2.9	3.6	6.3
COG0213	3.5	15.9	9.8	23.1	20.1	186.4	1.0	1.0	12.4	1.6	1.4	2.0	33.7	39.0	68.6	3.8	10.3	8.1
COG0214	9.3	65.4	59.0	6.4	8.0	7.6	6.6	3.4	4.7	3.3	3.3	6.0	1.0	1.0	0	19.2	22.1	22.7
COG0215	32.8	29.8	10.0	59.4	56.4	204.2	38.2	36.1	12.1	8.7	5.1	4.4	68.2	46.7	63.9	19.3	21.5	22.5
COG0216	13.2	5.4	15.0	28.5	34.2	106.0	42.9	58.9	5.6	4.7	2.2	3.1	56.9	37.3	54.9	14.1	14.0	14.1
COG0217	41.3	23.6	24.7	13.5	25.5	44.6	37.1	79.9	7.4	4.3	3.8	4.5	36.1	35.0	44.3	11.0	12.1	12.2
COG0218	40.4	21.5	17.0	15.9	44.8	32.7	28.8	58.8	7.1	12.1	4.8	13.5	52.0	26.5	29.2	19.5	19.8	19.7
COG0219	62.0	6.4	13.0	19.9	24.9	51.8	59.6	111.3	3.1	1.0	1.0	2.0	23.4	24.5	22.8	1.5	7.2	3.3
COG0220	25.0	19.7	27.3	23.3	32.9	63.2	31.0	60.4	6.9	2.0	3.2	3.0	43.6	38.4	47.4	14.2	15.2	15.9
COG0221	2.8	2.7	7.6	15.9	11.4	62.0	7.7	19.7	8.0	2.9	2.7	3.2	64.7	34.8	51.1	8.1	9.4	10.3
COG0222	32.9	9.9	7.3	23.0	20.0	124.3	4.2	3.8	5.5	3.0	1.5	1.4	34.4	29.2	36.1	4.5	6.0	5.8
COG0223	51.4	43.9	25.5	16.2	26.4	30.8	10.1	77.3	8.1	2.1	1.6	2.5	56.0	61.4	65.2	6.6	8.2	11.2
COG0224	91.5	12.5	38.4	45.9	45.3	145.8	33.3	74.5	12.4	2.0	2.1	2.4	195.6	87.0	176.7	6.0	7.0	7.6
COG0225	42.1	13.7	12.7	20.3	18.4	60.7	25.3	84.0	7.2	1.4	1.4	1.2	32.2	28.1	28.7	6.5	6.6	6.2
COG0226	56.8	24.1	25.6	33.0	26.2	91.5	94.6	228.1	12.2	1.9	2.0	2.0	77.4	62.8	85.2	6.1	6.1	7.3
COG0227	4.7	13.2	8.3	4.3	9.1	48.8	8.8	11.7	4.7	7.0	6.3	2.8	22.4	13.2	19.7	23.8	25.0	23.2
COG0228	20.6	5.8	4.8	16.0	5.9	40.1	4.2	4.8	2.9	1.6	1.0	1.4	8.3	17.1	8.1	3.6	4.7	3.3
COG0229	18.6	41.0	6.3	10.0	4.7	33.6	22.3	52.4	3.4	1.3	1.4	1.0	28.7	18.9	20.5	4.3	5.3	4.2
COG0230	5.0	1.0	2.0	1.5	0	2.7	0	0	1.0	1.0	0	1.0	3.7	3.0	2.8	0	1.0	1.0
COG0231	54.1	6.9	22.1	18.6	37.3	33.1	11.6	2.5	6.0	1.5	1.5	1.5	60.2	43.0	59.4	6.6	5.1	5.9
COG0232	13.4	47.8	18.0	32.9	22.2	63.1	86.7	177.3	26.0	2.3	1.4	1.7	64.7	51.1	62.5	12.4	12.5	16.8
COG0233	143.7	64.5	33.5	305.8	361.3	268.8	62.5	57.7	57.5	2.2	1.2	1.6	68.7	62.0	76.3	8.5	8.8	8.3
COG0234	0	0	12.8	12.0	7.9	25.4	18.7	29.8	4.1	1.4	1.3	1.6	41.3	12.3	26.4	3.5	6.3	5.7
COG0235	24.1	10.0	18.1	49.2	47.0	89.1	42.6	52.8	9.3	2.8	2.7	2.2	54.2	26.8	41.5	7.7	9.9	8.6
COG0236	21.5	13.8	8.8	77.0	60.7	49.6	25.9	35.9	15.9	1.0	1.0	1.0	16.7	11.2	19.2	1.7	2.9	2.6
COG0237	20.3	19.4	9.9	42.4	29.2	51.8	25.0	48.3	10.0	4.2	4.3	3.0	66.5	26.0	39.3	12.4	20.5	10.2
COG0238	15.1	4.7	7.8	16.5	18.8	42.4	11.3	14.6	3.0	1.0	1.0	1.0	21.7	9.9	15.1	2.2	2.8	2.3
COG0239	9.4	8.3	13.2	6.7	5.9	24.8	12.4	20.9	12.0	23.4	11.6	18.7	21.3	11.4	15.7	48.0	41.0	40.7
COG0240	41.0	22.4	13.2	22.2	68.9	31.8	44.1	47.2	9.0	5.6	5.8	3.2	61.5	52.2	66.4	16.7	11.6	12.6
COG0241	39.5	12.0	10.9	17.5	21.2	33.9	25.0	34.1	8.9	7.1	7.1	6.0	56.8	26.3	42.6	14.7	21.8	13.9
COG0242	87.0	19.6	16.0	25.4	16.1	62.6	66.2	27.4	8.5	2.0	1.5	1.2	35.2	27.6	27.9	4.6	6.1	7.6
COG0243	189.5	57.1	122.0	212.3	222.6	247.5	164.3	162.0	39.1	3.9	3.0	4.0	85.7	96.1	122.4	7.5	15.3	9.2
COG0244	16.5	9.1	6.6	12.4	9.9	51.1	15.8	16.3	8.6	7.1	6.1	2.7	49.0	21.2	38.1	16.0	18.5	20.9
COG0245	27.9	1.0	11.9	10.4	15.7	14.1	63.2	126.5	6.3	1.0	1.7	1.0	20.7	20.9	24.4	5.9	4.0	5.7
COG0246	7.7	26.1	30.3	22.6	12.2	104.9	66.2	53.2	14.9	7.7	5.3	5.3	70.4	52.0	92.3	25.6	23.9	21.7
COG0247	92.6	12.8	24.4	37.1	25.5	194.7	160.0	120.6	10.7	2.5	3.4	2.3	58.6	44.5	37.1	6.1	7.7	11.5
COG0248	6.9	23.0	11.0	29.1	55.5	91.9	71.7	46.6	15.2	6.3	4.4	4.5	82.2	63.6	96.6	20.6	22.7	20.1
COG0249	12.2	13.7	19.5	25.2	17.8	97.3	15.0	58.0	17.2	15.8	12.9	10.4	72.3	67.4	98.4	48.7	58.0	44.0
COG0250	66.1	9.4	18.0	25.1	73.6	125.1	30.3	108.7	3.3	1.5	1.4	1.4	46.0	26.0	32.0	5.0	5.8	6.1
COG0251	22.6	13.1	15.0	38.9	41.8	46.3	25.2	70.8	10.0	3.6	1.9	2.1	22.3	22.2	30.8	6.7	7.4	6.5
COG0252	29.4	8.6	13.9	12.3	16.6	22.6	45.8	75.2	9.2	7.7	5.5	4.7	69.1	45.8	66.3	15.9	21.1	15.8
COG0253	74.1	47.6	78.3	246.2	202.0	184.9	80.4	200.7	22.9	1.4	1.7	2.2	46.4	51.5	68.8	6.4	10.7	7.6
COG0254	11.5	8.0	7.9	5.7	8.2	15.7	19.3	52.6	3.5	1.4	1.0	1.2	20.0	8.0	11.4	3.3	2.7	2.4
COG0255	27.0	1.0	5.7	11.3	7.8	36.2	4.6	11.7	1.8	1.0	1.0	1.0	26.7	12.0	29.6	2.2	4.6	3.5
COG0256	14.7	9.4	12.4	66.9	87.7	72.1	22.6	23.5	9.5	3.8	4.3	3.1	13.8	8.2	13.0	13.9	17.7	15.5
COG0258	6.6	12.8	13.1	3.5	3.9	4.1	18.9	22.6	18.5	13.9	9.8	11.1	5.8	82.1	11.1	46.8	57.4	42.8
COG0259	2.9	15.8	11.5	11.5	14.4	15.1	22.8	47.3	6.6	2.6	3.2	1.6	39.7	24.5	32.8	11.8	12.7	13.1
COG0260	86.6	33.9	25.5	24.1	33.1	109.3	13.3	52.4	13.4	2.5	2.4	2.2	82.3	57.5	85.0	7.1	7.4	10.0
COG0261	50.6	26.9	19.0	146.8	183.4	97.7	26.8	51.3	16.1	2.0	1.0	1.6	39.3	34.9	42.7	2.1	2.9	3.4
COG0262	3.8	14.3	7.7	18.5	10.3	40.9	25.7	35.0	5.5	2.4	1.5	3.1	39.8	23.2	31.4	6.9	7.7	8.2
COG0263	44.7	30.6	46.7	26.9	22.0	67.9	57.9	121.4	13.1	8.8	5.1	2.3	57.6	43.1	65.1	13.3	15.1	12.1
COG0264	181.4	90.9	33.1	484.1	583.4	458.9	52.2	49.1	46.8	1.9	2.2	2.3	104.6	52.4	82.8	5.5	8.7	11.5
COG0265	38.7	39.2	48.2	21.9	27.3	75.1	49.8	67.4	17.4	7.8	7.8	6.0	71.1	51.1	79.1	25.1	30.4	25.6
COG0266	43.2	13.7	12.8	9.7	31.0	47.2	39.5	61.4	3.9	2.7	2.2	2.6	45.8	36.0	59.4	6.8	7.1	9.6
COG0267	4.4	7.0	0	4.6	11.0	10.1	1.0	0	3.5	1.0	0	1.0	6.8	4.3	5.6	1.3	2.0	2.8
COG0268	22.8	9.1	4.6	5.4	4.9	30.4	5.4	6.6	5.4	2.0	2.0	1.0	10.6	11.2	10.9	2.5	2.8	1.9
COG0269	7.7	22.0	10.3	3.0	2.0	4.1	4.0	0	3.9	0	1.0	0	30.4	13.7	16.0	2.0	3.2	2.0
COG0270	79.0	14.6	27.9	49.9	183.3	120.4	57.6	191.4	38.7	8.3	4.4	6.1	35.5	351.3	29.2	33.0	44.3	27.8
COG0271	26.0	5.9	11.0	9.7	6.7	27.0	9.5	26.6	3.2	1.3	0	1.6	24.3	6.9	16.6	2.6	3.4	2.2
COG0272	142.0	7.2	69.9	42.0	63.9	166.4	158.7	158.2	12.0	3.0	3.1	2.2	93.0	208.1	101.2	11.3	13.8	15.7
COG0274	3.0	15.1	6.4	19.6	9.2	25.8	5.3	3.4	7.5	3.2	3.6	2.6	67.1	42.4	50.3	13.3	14.0	14.3
COG0275	81.5	6.1	21.1	13.4	32.0	50.1	59.4	81.4	13.1	2.8	2.0	1.7	66.6	29.5	44.1	5.9	10.0	12.6
COG0276	69.7	46.6	46.1	255.8	194.6	178.4	63.8	99.3	32.4	5.2	4.4	3.4	46.0	39.1	39.7	11.6	14.7	14.4
COG0277	14.5	13.2	14.6	22.9	38.4	51.5	24.4	34.0	8.7	6.6	5.9	5.5	55.7	49.8	67.1	20.5	25.0	20.9
COG0278	10.2	7.4	7.7	121.3	64.7	46.8	13.6	23.0	10.0	1.0	2.2	1.2	18.0	9.1	15.2	5.0	4.6	3.1
COG0279	66.1	48.4	26.7	32.6	21.7	82.1	45.3	125.0	9.3	2.0	1.0	1.3	35.4	32.5	39.1	6.9	8.3	6.0
COG0281	50.9	14.1	33.1	31.8	65.5	87.5	39.0	25.4	6.3	7.3	6.1	5.0	93.1	63.3	103.3	22.3	26.8	24.5
COG0282	2.1	44.2	27.2	1.1	74.5	17.1	30.2	10.9	6.1	3.5	4.5	2.9	58.1	48.7	66.7	21.7	26.1	24.1
COG0283	32.1	19.6	8.8	15.0	33.2	30.1	35.4	121.8	5.8	1.4	1.4	2.0	29.1	30.4	25.7	4.8	7.6	4.5
COG0284	14.9	14.6	13.9	18.9	17.0	32.2	31.0	59.1	6.8	2.7	3.7	3.5	23.9	17.5	26.5	8.8	10.0	9.2
COG0285	23.0	18.6	22.9	15.6	16.0	32.2	45.7	42.4	12.2	3.8	4.5	3.5	33.2	58.3	50.5	16.1	17.4	15.9
COG0286	2.4	14.5	14.5	79.7	221.7	235.2	34.0	273.2	48.6	3.0	1.2	1.4	178.4	42.3	79.3	16.1	19.2	16.8
COG0287	6.7	20.4	9.4	4.1	4.2	9.5	13.4	6.9	7.7	4.0	2.9	5.6	62.3	34.3	12.8	13.2	13.9	14.5
COG0288	61.7	31.5	23.5	164.0	152.6	110.9	40.3	71.3	22.0	1.4	2.3	2.5	70.4	39.9	54.6	6.3	7.7	5.9
COG0289	117.1	52.3	22.4	37.9	28.7	50.5	70.4	157.7	9.4	1.4	1.5	1.6	71.9	32.6	45.1	5.8	7.0	4.3
COG0290	28.1	12.4	20.2	23.7	20.6	80.2	26.7	36.7	9.9	2.1	2.0	1.9	43.3	32.3	38.0	6.1	7.4	7.9
COG0291	4.6	6.1	4.9	6.7	5.5	15.2	21.6	18.4	3.0	1.0	0	0	9.5	7.6	9.1	3.2	2.2	2.6
COG0292	26.1	9.9	11.0	22.0	27.8	79.0	3.4	11.8	5.2	1.4	1.6	1.4	39.2	21.0	27.9	4.1	3.6	4.8
COG0293	21.5	21.2	13.8	13.8	11.0	23.5	23.9	25.4	9.1	8.9	8.6	6.3	82.5	27.2	36.6	35.4	40.6	36.9
COG0294	88.3	37.5	18.8	22.6	33.2	68.4	51.6	100.8	11.9	2.1	2.0	1.5	37.6	40.0	47.7	4.3	6.5	7.0
COG0295	6.1	12.6	78.0	5.9	10.6	33.7	2.1	4.1	8.1	1.2	1.7	1.6	14.8	14.7	32.7	9.3	9.8	14.7
COG0296	85.7	14.6	33.5	70.6	55.4	123.4	102.5	146.3	15.3	4.4	3.6	5.1	81.7	72.2	89.7	11.6	13.5	11.0
COG0297	85.3	4.7	8.3	51.3	28.1	157.2	99.8	118.2	15.1	2.2	1.3	2.4	74.3	68.8	115.8	2.1	13.1	4.1
COG0299	27.9	22.0	15.3	16.7	16.8	62.1	31.3	48.5	8.4	1.7	4.0	1.6	37.1	28.5	40.0	9.2	10.7	9.3
COG0300	14.2	10.3	13.5	18.4	11.8	40.2	47.3	39.6	4.5	4.9	7.3	3.1	47.4	38.6	57.2	17.1	19.6	18.4
COG0301	15.0	29.0	25.0	0	10.0	1.0	0	0	2.0	0	0	0	0	0	0	9.0	11.0	5.0
COG0302	30.5	27.0	15.7	143.3	110.9	104.6	42.4	29.7	17.9	3.2	2.3	2.2	25.0	24.2	32.5	7.1	10.4	9.5
COG0303	45.9	58.2	44.1	5.7	12.7	40.6	118.6	89.8	7.5	1.8	2.0	2.4	43.5	40.7	42.1	7.3	8.5	10.7
COG0304	55.9	37.3	32.9	126.5	129.1	153.6	101.8	96.5	29.4	2.5	2.5	3.2	77.0	63.2	74.6	8.9	9.8	9.9
COG0305	34.0	37.4	53.2	48.8	78.9	70.5	30.7	57.6	21.8	2.5	3.0	1.8	95.3	180.0	67.3	15.6	47.8	19.2
COG0306	14.1	7.8	30.8	32.9	57.9	54.4	68.2	49.5	10.0	6.6	5.9	5.9	79.8	69.1	134.0	25.3	30.0	25.4
COG0307	77.0	33.0	31.3	31.9	34.6	86.0	36.1	75.8	7.1	3.4	1.5	1.7	44.3	32.0	48.1	8.4	9.5	8.1
COG0308	51.7	44.2	22.8	24.4	24.2	82.6	60.3	70.2	18.1	6.9	6.5	5.0	69.6	82.0	77.9	25.8	28.5	26.5
COG0309	0	0	0	0	46.0	28.0	0	0	0	0	1.0	0	38.3	77.0	65.3	0	2.0	7.0
COG0310	0	9.0	58.9	0	0	0	0	0	1.0	3.0	1.7	1.0	0	0	0	3.9	6.7	8.6
COG0311	3.0	4.8	3.0	2.4	2.0	2.5	7.9	5.7	5.9	3.0	2.2	2.0	1.0	1.0	1.0	10.0	10.4	10.5
COG0312	90.2	28.5	39.8	85.3	106.3	105.2	89.4	146.0	18.2	2.4	2.4	1.9	86.1	73.3	84.7	5.8	11.4	9.7
COG0313	59.2	16.2	35.3	44.9	32.1	87.9	49.7	77.8	9.3	1.5	1.0	1.9	47.7	48.9	45.0	8.3	9.1	10.0
COG0314	21.9	8.8	11.2	12.0	8.6	25.2	25.8	28.4	3.0	2.8	1.6	1.9	22.8	17.7	15.9	4.1	3.6	4.6
COG0315	25.2	8.0	7.3	12.5	9.4	44.0	23.8	33.9	7.2	1.7	2.6	1.4	26.2	26.6	30.8	5.1	6.6	4.1
COG0316	12.9	5.3	8.9	11.2	10.7	26.2	11.5	18.5	5.2	4.8	6.5	3.6	17.2	16.1	18.4	15.7	12.8	11.9
COG0317	104.0	33.7	43.3	60.5	106.6	208.2	91.2	124.9	19.9	2.9	3.2	2.6	151.1	110.4	150.1	17.6	24.3	23.0
COG0318	200.7	13.6	65.7	74.4	52.0	133.0	364.9	137.7	10.1	10.5	9.0	8.3	247.3	221.3	291.1	34.7	40.5	36.4
COG0319	21.0	19.3	26.0	24.0	9.4	41.8	46.4	179.6	7.1	1.5	1.0	1.0	23.3	27.0	35.7	2.6	4.2	4.6
COG0320	7.9	17.5	27.9	25.7	21.0	77.6	45.9	47.2	10.4	6.6	6.7	3.8	65.0	46.7	69.8	16.6	17.8	18.0
COG0321	36.7	22.1	16.9	21.4	14.8	44.5	37.3	56.6	7.2	4.9	2.7	1.0	31.2	19.4	24.4	10.1	14.3	10.2
COG0322	119.2	85.1	32.0	57.7	58.0	99.6	92.6	113.6	23.2	3.7	2.0	2.6	68.1	67.4	68.1	7.1	12.4	11.6
COG0323	26.2	6.1	15.0	21.9	19.1	73.1	43.0	59.6	13.5	14.3	9.5	9.8	53.7	56.7	87.1	50.1	60.5	49.6
COG0324	43.7	4.7	18.3	15.5	15.5	89.5	21.7	8.8	10.9	4.6	4.9	3.0	124.7	37.3	44.1	18.1	18.4	21.9
COG0325	55.3	20.4	19.6	54.5	91.8	50.3	37.0	61.6	11.5	3.9	2.4	2.3	58.8	49.4	64.7	7.3	11.6	8.6
COG0326	41.9	34.8	37.6	47.7	93.9	88.2	61.8	69.6	14.6	2.3	1.7	2.5	83.1	70.9	89.2	7.8	13.5	8.1
COG0327	2.8	15.7	8.7	15.4	11.5	22.5	28.2	24.2	5.4	6.5	4.6	2.8	44.1	35.9	55.2	14.1	15.9	11.1
COG0328	3.7	5.4	10.3	4.8	6.0	10.4	12.7	19.6	7.5	5.5	5.8	7.4	7.4	11.0	8.7	21.4	22.5	21.9
COG0329	11.2	13.6	15.1	47.9	43.1	72.1	29.9	33.9	9.7	3.5	4.0	3.3	51.3	32.9	44.5	11.1	14.9	13.4
COG0330	64.2	12.3	27.4	33.4	41.3	113.3	86.0	155.4	9.4	2.7	2.3	2.7	112.0	94.2	113.5	9.3	12.4	10.3
COG0331	49.2	26.6	34.8	136.6	118.6	122.1	67.9	93.2	23.4	3.8	4.8	3.2	51.6	39.9	49.6	13.1	16.9	12.1
COG0332	92.7	31.9	60.6	142.3	140.3	110.8	79.7	125.6	23.7	2.7	3.6	2.0	42.2	50.2	49.7	6.4	8.3	8.0
COG0333	2.4	1.8	3.4	3.0	2.0	17.8	3.7	4.1	5.1	2.2	1.6	1.0	3.5	2.1	3.0	6.7	6.2	6.1
COG0334	76.3	36.6	24.2	86.8	81.4	64.8	99.8	107.5	22.1	2.6	2.3	2.9	78.2	69.3	73.5	6.0	9.0	10.7
COG0335	46.5	13.0	10.9	17.7	27.3	35.1	10.7	14.9	4.7	4.1	2.0	2.4	20.8	14.1	24.6	8.3	8.7	7.6
COG0336	65.8	21.5	36.5	34.0	32.0	65.4	12.4	25.4	8.9	1.4	1.8	1.9	97.2	52.6	76.9	5.3	8.4	9.1
COG0337	49.7	3.9	15.5	27.1	23.6	60.0	45.4	87.7	12.7	2.2	1.8	3.1	96.7	54.6	102.1	13.9	16.5	12.3
COG0338	59.0	33.0	2.0	15.9	71.8	80.4	12.0	1.0	16.4	2.0	1.0	2.1	54.3	71.2	76.1	23.2	27.3	11.5
COG0339	94.0	14.0	53.6	53.6	105.5	105.4	76.0	118.1	16.4	9.6	8.4	7.7	98.6	108.4	147.2	30.8	38.1	29.2
COG0340	0	0	2.0	0	0	0	19.4	8.0	18.1	1.0	1.0	2.0	2.0	25.8	2.0	7.3	9.1	12.6
COG0341	120.4	74.0	43.8	276.4	196.1	190.7	92.3	82.0	38.1	2.6	2.7	2.7	86.8	47.8	77.5	7.3	8.0	8.5
COG0342	68.9	50.7	27.3	83.0	98.8	131.4	38.8	56.5	21.6	1.4	1.7	7.5	265.7	95.0	150.5	10.3	12.2	8.8
COG0343	30.4	17.3	9.5	53.4	56.3	59.6	38.2	81.8	9.3	3.6	3.6	4.0	72.6	64.5	75.8	14.1	12.6	12.9
COG0344	54.3	17.0	11.6	19.1	16.9	72.3	55.0	89.0	4.0	1.6	1.0	1.0	46.1	39.7	55.1	6.9	7.6	5.4
COG0345	28.5	27.1	23.5	22.3	48.5	105.5	32.2	41.9	8.1	4.3	5.2	3.0	33.4	44.5	46.3	11.7	15.5	14.7
COG0346	14.1	14.7	13.1	24.5	40.8	28.2	24.5	31.7	9.1	3.6	2.5	3.2	32.9	16.1	23.8	7.9	8.7	6.5
COG0347	28.5	2.6	20.3	5.2	6.1	9.9	4.3	3.7	6.6	1.4	1.0	2.0	33.0	20.6	24.7	1.5	4.7	2.3
COG0348	99.6	3.2	33.8	33.2	32.2	40.0	116.8	226.5	20.6	2.3	1.5	1.0	109.3	83.8	97.1	3.4	6.5	7.7
COG0349	18.9	27.4	26.2	150.8	111.4	68.5	42.4	77.1	20.8	5.7	8.3	6.8	42.0	39.9	47.9	23.7	25.3	20.7
COG0350	39.3	1.1	23.4	17.1	10.3	54.4	38.2	5.4	15.4	1.3	1.0	1.6	36.2	31.1	31.3	2.9	4.1	5.9
COG0351	74.0	17.9	19.5	56.9	56.2	98.1	75.3	116.3	19.0	2.3	2.0	1.6	40.5	37.1	42.2	5.4	5.4	5.7
COG0352	43.4	8.0	12.9	23.3	15.9	51.3	45.1	180.2	8.4	0	1.0	4.0	90.2	37.4	47.4	6.0	4.2	4.9
COG0353	56.3	46.7	42.7	295.5	227.8	178.8	63.3	160.0	34.1	1.9	1.3	1.3	30.6	26.0	33.9	3.3	4.0	4.8
COG0354	82.1	21.1	24.1	41.4	45.0	132.7	60.4	95.2	12.2	5.3	4.6	6.5	31.2	39.9	56.7	14.3	20.5	14.5
COG0355	30.0	22.8	16.2	11.4	10.4	45.0	19.7	75.4	2.1	3.1	1.0	2.0	155.3	41.0	90.6	4.3	6.0	4.4
COG0356	53.1	10.2	16.7	38.8	31.3	105.7	54.5	70.3	34.8	7.9	9.7	8.8	84.3	48.6	56.4	19.7	30.2	31.9
COG0357	56.9	41.7	15.4	17.7	40.7	43.3	58.1	163.2	5.7	2.1	3.0	2.2	40.7	39.5	37.7	6.0	5.3	5.3
COG0358	139.7	94.7	45.8	339.0	337.2	383.7	140.6	136.4	58.4	2.5	2.9	4.0	201.1	99.5	138.4	14.8	16.2	17.4
COG0359	22.0	5.6	8.5	18.9	14.1	56.1	13.5	19.6	6.4	2.0	1.2	1.0	54.2	24.7	46.6	6.1	5.5	7.0
COG0360	21.8	2.6	9.2	17.0	19.8	110.1	15.3	22.8	5.4	4.5	2.7	1.6	49.7	22.3	35.5	7.7	10.9	9.1
COG0361	9.1	13.4	6.3	4.1	2.6	10.1	4.5	3.6	3.6	1.7	1.8	1.3	10.8	4.5	8.0	4.1	5.3	5.0
COG0362	3.4	5.4	5.4	7.6	5.0	3.9	8.3	12.0	12.3	3.2	4.8	2.8	68.3	64.9	107.4	18.7	20.5	19.7
COG0363	18.8	20.5	8.7	16.8	10.7	61.3	32.4	32.4	5.8	3.3	3.6	2.4	55.1	62.3	45.1	11.6	13.3	10.8
COG0364	84.7	25.3	36.5	51.0	50.8	106.9	46.1	114.2	12.1	3.8	2.5	3.2	69.8	58.8	75.4	13.2	16.6	15.4
COG0365	67.4	26.3	32.0	138.9	145.6	212.7	63.6	103.7	21.9	7.3	6.2	4.4	73.1	64.8	81.2	21.2	25.9	21.8
COG0366	22.0	21.7	29.4	61.7	54.7	76.0	40.3	31.6	13.9	20.3	16.8	15.3	41.6	48.0	62.7	68.5	77.3	71.3
COG0367	38.6	21.3	19.7	16.1	19.5	40.6	44.3	66.1	11.0	6.1	5.2	5.0	62.0	49.2	70.3	21.8	23.5	22.2
COG0368	0	0	39.2	30.0	15.7	79.1	77.5	210.4	1.0	0	0	0	39.6	28.8	13.7	0	2.1	1.9
COG0369	4.9	6.5	8.7	2.2	5.1	25.5	20.9	14.3	12.8	9.3	6.4	6.1	45.7	29.3	136.4	31.4	35.9	29.9
COG0370	165.3	160.2	68.8	910.6	1199.6	754.4	153.9	12.3	204.7	4.3	2.6	2.1	61.6	75.5	122.3	5.5	5.1	4.3
