COGs	BG1	BG2	BG3	BP1	BP2	BP3	BS1	BS2	BS3	RG1	RG2	RG3	RP1	RP2	RP3	RS1	RS2	RS3
NOG199373	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	5.0	1.0
NOG199426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	19.0	0
NOG199450	0	0	0	0	0	0	0	0	0	2.0	3.3	3.2	0	4.0	2.0	17.0	11.3	17.6
NOG199624	0	0	0	0	0	0	0	0	0	4.0	2.0	1.0	0	0	0	23.0	41.0	22.0
NOG199637	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	8.0	17.0	18.0
NOG199665	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.0	4.0	7.0
NOG199703	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	1.0	6.0
NOG199722	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	5.0	3.0	3.0
NOG199733	0	0	0	0	0	0	0	0	0	2.0	0	2.0	0	0	0	20.0	23.0	17.0
NOG199787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	7.0
NOG199796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	5.0	8.0
NOG20001	0	0	0	0	0	0	0	0	0	3.0	0	0	66.2	67.8	54.9	1.0	2.5	2.0
NOG200120	0	0	0	0	0	0	0	0	0	0	0	0	31.0	4.0	1.0	0	1.0	0
NOG200173	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0
NOG20019	0	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	14.6	11.2	9.9
NOG200202	0	0	0	0	0	0	0	0	0	0	0	0	39.0	33.0	17.0	1.0	0	4.0
NOG200264	0	0	0	0	0	0	0	0	0	0	0	0	2.0	12.0	5.0	0	0	0
NOG200294	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	16.0	18.0	4.0
NOG200342	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	26.0	14.0	23.0
NOG200364	0	0	0	0	0	0	0	0	0	20.6	21.3	13.4	2.0	4.0	1.0	143.3	162.7	120.8
NOG20037	0	0	0	0	0	0	0	0	0	1.0	0	0	47.0	29.0	32.0	0	6.0	9.0
NOG200415	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	7.0	7.0	8.0
NOG200424	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	6.0	4.0
NOG200476	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.1	4.0	2.0
NOG200542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	5.0
NOG200557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.0	0	1.0	0
NOG200580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	6.0
NOG200586	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0	96.0	0	0	0
NOG200616	0	0	0	0	0	0	0	0	0	5.0	1.0	0	0	0	0	17.0	13.0	17.0
NOG200690	0	0	0	0	0	0	0	0	0	4.0	2.0	1.0	0	0	1.0	15.0	8.0	11.0
NOG200799	0	0	0	0	0	0	0	0	0	0	0	0	21.0	0	0	0	0	0
NOG20080	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	5.0	2.0	5.0
NOG20081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0
NOG200918	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	5.0	3.0
NOG200933	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	4.0	5.0	9.0
NOG201080	0	0	0	0	0	0	0	0	0	2.0	6.0	0	0	0	0	39.0	23.0	16.0
NOG201244	0	0	0	0	0	0	0	0	0	7.0	2.5	4.0	0	0	0	17.4	18.0	12.2
NOG20134	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0	0	0	0	1.0
NOG201378	0	0	0	0	0	0	0	0	0	4.0	0	2.0	0	0	0	8.9	6.9	9.2
NOG201400	0	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	2.0	5.0	4.0
NOG201418	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	8.0	12.0	11.0
NOG201432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	2.0	10.0
NOG201449	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	2.0	4.0
NOG201454	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	8.0	7.6	7.1
NOG20150	0	0	0	0	0	0	0	0	0	0	0	2.0	55.2	45.0	10.0	2.0	2.0	2.0
NOG201537	0	0	0	0	0	0	0	0	0	0	0	0	75.0	57.0	8.0	1.0	0	1.0
NOG201580	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	8.0	4.0	4.0
NOG201673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0
NOG20171	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0
NOG201749	0	0	0	0	0	0	0	0	0	5.0	4.0	2.0	0	0	0	26.0	40.0	35.0
NOG201769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	4.0	3.0
NOG201884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	5.0
NOG201913	0	0	0	0	0	0	0	0	0	0	0	0	15.0	27.0	8.3	0	10.0	5.0
NOG20206	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	4.8	8.9	11.7
NOG202061	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	20.0	11.0	13.0
NOG20208	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	3.0	1.0	2.0
NOG20210	0	0	0	0	0	0	0	0	0	1.0	2.0	1.8	0	0	0	18.2	11.6	23.9
NOG20218	0	0	0	0	0	0	0	0	0	0	0	0	6.0	7.0	9.0	0	0	1.0
NOG202256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	2.0	0
NOG20226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0
NOG202283	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	9.0	10.6	13.0
NOG202351	0	0	0	0	0	0	0	0	0	7.3	2.7	3.0	2.0	0	2.0	27.1	29.8	39.5
NOG202433	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	8.0	20.0	7.0
NOG202439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	11.0	4.0
NOG20256	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	6.0	9.0	14.0
NOG20258	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	152.0	0	0	0
NOG202635	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	1.0	1.0	0	2.0
NOG20268	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	0	0	5.2	3.0	12.7
NOG202696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.0	0
NOG202819	0	0	0	0	0	0	0	0	0	3.6	1.8	2.0	0	0	0	30.0	32.5	36.9
NOG202823	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	4.0	3.0	2.0
NOG202837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	2.0
NOG20285	0	0	0	0	0	0	0	0	0	2.8	2.0	0	0	0	0	7.0	7.3	10.6
NOG202891	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	4.0	7.9	6.4
NOG202892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	3.0
NOG202954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	4.0
NOG202960	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	5.0	5.0	3.0
NOG202962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0	0	0	0
NOG203008	0	0	0	0	0	0	0	0	0	0	0	0	100.0	27.0	11.0	0	1.0	1.0
NOG20301	0	0	0	0	0	0	0	0	0	0	0	0	3.0	7.0	2.0	0	2.0	0
NOG203203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	9.0	9.0
NOG20331	0	0	0	0	0	0	0	0	0	0	0	0	290.0	26.0	66.0	0	2.0	4.0
NOG203417	0	0	0	0	0	0	0	0	0	4.0	2.0	0	2.0	0	0	23.0	19.0	20.0
NOG203474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0
NOG203590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	1.0	4.0
NOG203617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	2.0
NOG203734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	6.0
NOG203744	0	0	0	0	0	0	0	0	0	1.0	0	0	60.0	38.0	35.0	1.0	1.0	1.0
NOG203785	0	0	0	0	0	0	0	0	0	1.0	3.0	2.0	0	0	0	2.0	8.0	4.0
NOG203885	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	5.0	1.0	4.5
NOG203899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	6.4
NOG203961	0	0	0	0	0	0	0	0	0	1.0	2.5	3.0	0	0	0	4.6	4.6	3.0
NOG204007	0	0	0	0	0	0	0	0	0	0	0	0	5.0	1.0	0	1.0	0	0
NOG20401	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	13.4	15.9	16.7
NOG204025	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0	0	0	0	0
NOG20405	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	7.0	1.0	0	1.0
NOG204098	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	6.0	3.0	6.0
NOG204227	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	0	0
NOG204284	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0	5.0	0	0	0
NOG204332	0	0	0	0	0	0	0	0	0	1.0	3.0	0	0	0	0	2.0	3.5	3.5
NOG204363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	1.0
NOG20437	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	8.0	9.0	21.0
NOG20438	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	6.0	10.0	23.0
NOG204423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	8.0	8.0
NOG204487	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	2.0	3.5	2.0
NOG204623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.0	2.0
NOG204643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.0
NOG204647	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0	0	0	0	0
NOG204654	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0	0	0	0	0
NOG204686	0	0	0	0	0	0	0	0	0	1.5	2.0	2.0	0	0	0	2.8	4.9	8.4
NOG204756	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	10.0	9.0	3.0
NOG204793	0	0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	3.0	4.0	0
NOG204825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	5.0	1.0
NOG20484	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0	0	0	0	0
NOG204862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	1.0
NOG204869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	5.0
NOG204988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	11.0	22.0
NOG205023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
NOG205049	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	4.6	3.4	8.2
NOG205184	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	5.0	1.0	3.0
NOG205186	0	0	0	0	0	0	0	0	0	0	0	0	110.0	25.0	14.0	0	0	0
NOG20542	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	3.8	2.9	2.4
NOG205474	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	6.0	5.0	2.0	1.0
NOG20548	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	5.6	8.2	12.4
NOG205572	0	0	0	0	0	0	0	0	0	1.0	0	0	9.0	17.0	14.0	5.0	3.0	2.0
NOG205642	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	5.0	4.8	3.3
NOG205670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0
NOG205707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	2.0	2.0
NOG20582	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	7.0	5.0	12.0
NOG205827	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	3.0	0	0	0
NOG20586	0	0	0	0	0	0	0	0	0	1.8	1.0	2.0	20.2	11.4	22.5	2.0	1.0	0
NOG205959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	1.0	1.0
NOG206007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	4.0	5.0
NOG20618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0
NOG20620	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	4.0	7.0	12.0
NOG206268	0	0	0	0	0	0	0	0	0	0	0	0	4.0	1.0	3.0	0	0	0
NOG206281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	2.0
NOG206484	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	4.0	0	9.0
NOG206506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	4.0	1.0
NOG206523	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	4.0	8.0	7.0
NOG20655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG206583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	1.0	4.0
NOG206590	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	4.7	12.6	9.0
NOG20664	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	6.4	7.4	8.9
NOG206681	0	0	0	0	0	0	0	0	0	3.0	3.0	0	0	0	0	6.0	3.0	2.0
NOG206848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0
NOG206969	0	0	0	0	0	0	0	0	0	0	0	0	24.5	35.3	38.4	2.0	8.0	0
NOG20697	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	10.0	8.0	4.0
NOG207025	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.6	6.6	3.0
NOG207034	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	7.0	0	0	0
NOG207039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	6.0	5.0
NOG207089	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
NOG207131	0	0	0	0	0	0	0	0	0	0	1.0	0	6.0	0	13.0	0	0	0
NOG20735	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	6.7	5.3	6.6
NOG207393	0	0	0	0	0	0	0	0	0	12.0	2.0	4.0	1.0	4.0	1.0	25.0	40.0	44.0
NOG207442	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	8.0	0	0	0
NOG207445	0	0	0	0	0	0	0	0	0	0	0	0	91.0	0	0	0	0	0
NOG207509	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	4.0	6.0	3.0
NOG207510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	2.0
NOG20763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	4.0	5.0
NOG207787	0	0	0	0	0	0	0	0	0	1.0	3.0	0	0	0	0	10.0	4.5	9.0
NOG207798	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	11.0	11.1	12.0
NOG20782	0	0	0	0	0	0	0	0	0	0	2.0	0	19.0	13.0	26.0	0	0	1.0
NOG20786	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	1.0	0	1.0	0
NOG207988	0	0	0	0	0	0	0	0	0	26.0	3.0	0	0	0	0	1.0	0	1.0
NOG208000	0	0	0	0	0	0	0	0	0	0	0	0	198.0	1.0	14.0	0	0	1.0
NOG208053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	3.0
NOG208100	0	0	0	0	0	0	0	0	0	1.4	0	4.0	0	1.0	0	6.0	7.8	10.0
NOG208119	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0
NOG20815	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	6.0	6.0	13.0
NOG208263	0	0	0	0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	0
NOG208280	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	7.2	9.0	3.9
NOG208309	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	5.0	4.0	3.0
NOG20837	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.2	4.0	3.0
NOG208413	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	10.0	4.0
NOG20845	0	0	0	0	0	0	0	0	0	2.5	1.0	0	0	0	0	7.3	8.5	4.1
NOG20855	0	0	0	0	0	0	0	0	0	0	1.0	0	4.0	3.0	1.0	0	0	0
NOG208564	0	0	0	0	0	0	0	0	0	2.0	0	4.0	0	2.0	0	9.0	24.0	14.0
NOG208665	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	5.0	5.0	3.0
NOG20868	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	12.0	0	0	0
NOG20874	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	4.0	7.0	1.0
NOG20876	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	8.8	10.0	7.0
NOG208855	0	0	0	0	0	0	0	0	0	0	0	0	59.0	49.0	35.0	1.0	4.0	1.0
NOG208888	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	18.0	6.0	3.0
NOG208920	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	12.0	9.0	10.0
NOG20902	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	8.7	10.7	6.2
NOG209039	0	0	0	0	0	0	0	0	0	2.0	0	2.0	0	1.0	0	16.0	18.0	9.0
NOG209195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	22.0	18.0	22.0
NOG20920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	10.0	23.0
NOG20921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	4.4	13.8
NOG20929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	13.0
NOG209384	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	4.0	12.0	16.0
NOG209439	0	0	0	0	0	0	0	0	0	8.9	19.0	4.0	0	0	0	37.0	36.1	35.7
NOG209528	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	4.0	11.0	7.0
NOG209532	0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	13.0	12.0	8.0
NOG209663	0	0	0	0	0	0	0	0	0	0	0	0	4.0	2.0	2.0	0	0	1.0
NOG20973	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	4.0	3.4
NOG20994	0	0	0	0	0	0	0	0	0	0	0	0	0	47.0	0	0	0	0
NOG20995	0	0	0	0	0	0	0	0	0	2.0	3.0	2.0	5.0	19.9	7.0	74.1	81.7	65.9
NOG209960	0	0	0	0	0	0	0	0	0	2.0	0	0	5.8	12.8	12.0	5.0	5.0	3.0
NOG209961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	6.0	7.0
NOG20998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	2.0	5.0	1.0
NOG209985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	8.0	1.0
NOG210047	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	5.0	3.5	4.5
NOG210113	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.0	1.0	0
NOG210140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	3.0
NOG210153	0	0	0	0	0	0	0	0	0	0	0	0	160.0	58.0	14.0	0	0	0
NOG210259	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	5.0	3.0	5.0
NOG210355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	15.0	15.0
NOG21036	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	2.0	4.1	10.6	17.7
NOG21046	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	10.0	18.0	10.0
NOG210481	0	0	0	0	0	0	0	0	0	3.0	0	2.0	0	0	0	2.0	6.0	6.0
NOG210504	0	0	0	0	0	0	0	0	0	5.0	0	2.0	1.0	0	7.0	0	0	5.0
NOG21051	0	0	0	0	0	0	0	0	0	0	0	0	17.0	3.0	11.0	0	0	0
NOG21057	0	0	0	0	0	0	0	0	0	1.0	0	0	56.2	45.0	47.0	1.7	3.3	3.5
NOG210579	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	3.5	9.5	12.5
NOG210616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0	1.0
NOG210708	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	7.5	7.1	4.4
NOG210735	0	0	0	0	0	0	0	0	0	0	0	0	159.0	44.0	22.0	0	2.0	2.0
NOG210798	0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	3.0	0	2.0
NOG210935	0	0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	6.0	10.0	9.0
NOG210974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	8.0	8.0
NOG210986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
NOG21100	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	3.2	2.2	9.9
NOG211085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	17.0	1.0
NOG211233	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	12.0	15.0	21.0
NOG211291	0	0	0	0	0	0	0	0	0	1.0	1.5	0	0	0	0	2.4	2.1	2.9
NOG211346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3.0
NOG211394	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	1.5	2.0
NOG21145	0	0	0	0	0	0	0	0	0	2.6	1.0	2.0	0	0	0	8.8	10.3	9.9
NOG211453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	8.0	7.0
NOG211516	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	3.0
NOG211556	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	10.0	4.0
NOG211579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	6.0	3.0
NOG211611	0	0	0	0	0	0	0	0	0	5.5	10.0	10.0	2.0	1.0	2.0	32.8	44.4	39.4
NOG21166	0	0	0	0	0	0	0	0	0	0	0	0	3.9	2.1	2.7	0	4.0	1.0
NOG21174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	1.0	1.0
NOG211827	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	4.0	9.0	10.0
NOG21184	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	4.2	3.1
NOG211885	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0
NOG211910	0	0	0	0	0	0	0	0	0	0	0	0	0	59.0	0	0	0	0
NOG211911	0	0	0	0	0	0	0	0	0	1.0	2.4	1.4	0	0	0	8.5	12.3	6.4
NOG211918	0	0	0	0	0	0	0	0	0	3.3	0	2.0	67.0	27.0	44.0	4.7	2.3	7.7
NOG211927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.9	1.5
NOG211932	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	7.0	4.0	10.0
NOG211944	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0
NOG211953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	4.0	2.0
NOG211954	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	8.0	13.0
NOG211957	0	0	0	0	0	0	0	0	0	1.0	6.0	2.8	0	0	0	11.0	8.7	15.1
NOG211964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	1.0
NOG211975	0	0	0	0	0	0	0	0	0	0	0	0	24.5	15.2	0	0	0	0
NOG211976	0	0	0	0	0	0	0	0	0	0	0	0	0	83.0	0	0	0	0
NOG211981	0	0	0	0	0	0	0	0	0	1.5	1.6	1.0	19.8	33.4	18.9	3.0	3.2	7.1
NOG211983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	1.0	1.0
NOG211994	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	28.0	7.0	0	0
NOG212014	0	0	0	0	0	0	0	0	0	0	0	0	0	101.0	0	0	0	0
NOG212031	0	0	0	0	0	0	0	0	0	0	0	0	0	117.0	0	0	0	0
NOG212047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	1.0
NOG212049	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	0	0	0	7.0	2.0	12.0
NOG212066	0	0	0	0	0	0	0	0	0	0	0	1.0	20.1	12.0	25.2	0	3.0	0
NOG212080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.0	6.0
NOG212086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	3.0	2.0
NOG212094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	1.0
NOG212095	0	0	0	0	0	0	0	0	0	1.5	0	2.0	0	0	0	9.1	10.9	5.9
NOG21210	0	0	0	0	0	0	0	0	0	0	0	0	6.4	3.4	20.0	1.0	1.0	3.0
NOG212111	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	4.0	1.0	1.0	4.0
NOG212127	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	6.3	10.6	9.2
NOG212128	0	0	0	0	0	0	0	0	0	0	0	0	33.1	0	4.6	0	0	0
NOG212131	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	7.0	7.0	31.0
NOG212139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	2.0	1.0
NOG212140	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	1.0	0
NOG212142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	18.0	28.0
NOG212149	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	2.0	2.0	1.0	1.0	0
NOG212151	0	0	0	0	0	0	0	0	0	1.0	0	0	124.0	31.0	16.0	1.0	1.4	4.6
NOG212160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	6.0	2.0
NOG212167	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.4	5.9	9.5
NOG212176	0	0	0	0	0	0	0	0	0	0	0	1.0	119.0	41.0	25.0	0	0	8.0
NOG21218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	8.0
NOG212181	0	0	0	0	0	0	0	0	0	0	0	0	0	59.0	0	0	0	0
