x;Kingdom;Phylum;Class;Order;Family;Genus
ASV3521;Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
ASV3522;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus
ASV3523;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV3524;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV3525;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV3526;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV3527;Bacteria;NA;NA;NA;NA;NA
ASV3528;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium
ASV3529;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3530;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA
ASV3531;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas
ASV3532;Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA
ASV3533;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Acaricomes
ASV3534;Bacteria;Verrucomicrobia;NA;NA;NA;NA
ASV3535;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV3536;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;NA
ASV3537;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella
ASV3538;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;NA;NA;NA
ASV3539;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV3540;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV3541;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Bombella
ASV3542;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV3543;Bacteria;Firmicutes;Bacilli;NA;NA;NA
ASV3544;Bacteria;NA;NA;NA;NA;NA
ASV3545;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV3546;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV3547;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA
ASV3548;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea
ASV3549;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium
ASV3550;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;NA
ASV3551;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3552;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV3553;Bacteria;NA;NA;NA;NA;NA
ASV3554;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV3555;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV3556;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;NA
ASV3557;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV3558;Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA
ASV3559;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3560;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter
ASV3561;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3562;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
ASV3563;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3564;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Frischella
ASV3565;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV3566;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV3567;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3568;Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA
ASV3569;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV3570;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Arsenophonus
ASV3571;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Taibaiella
ASV3572;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV3573;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ASV3574;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3575;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermacoccaceae;Yimella
ASV3576;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV3577;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV3578;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV3579;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV3580;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA
ASV3581;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;NA
ASV3582;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA
ASV3583;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;NA
ASV3584;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV3585;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV3586;Bacteria;Bacteroidetes;NA;NA;NA;NA
ASV3587;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella
ASV3588;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum
ASV3589;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA
ASV3590;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas
ASV3591;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis
ASV3592;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythromicrobium
ASV3593;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium
ASV3594;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV3595;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Citricoccus
ASV3596;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Thermogutta
ASV3597;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Gordonia
ASV3598;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV3599;Bacteria;Firmicutes;NA;NA;NA;NA
ASV3600;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Chlorophyta;NA
ASV3601;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Pseudonocardia
ASV3602;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Bombella
ASV3603;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter
ASV3604;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV3605;NA;NA;NA;NA;NA;NA
ASV3606;Bacteria;NA;NA;NA;NA;NA
ASV3607;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA
ASV3608;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3609;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
ASV3610;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma
ASV3611;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia
ASV3612;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA
ASV3613;Bacteria;NA;NA;NA;NA;NA
ASV3614;Bacteria;NA;NA;NA;NA;NA
ASV3615;Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA
ASV3616;Bacteria;NA;NA;NA;NA;NA
ASV3617;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pontibacter
ASV3618;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;NA
ASV3619;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV3620;Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma
ASV3621;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV3622;Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas
ASV3623;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
ASV3624;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV3625;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3626;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_XIII;GpXIII;NA
ASV3627;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3628;Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter
ASV3629;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas
ASV3630;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Schwartzia
ASV3631;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3632;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3633;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
ASV3634;Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;NA;NA
ASV3635;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3636;Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3;NA;NA
ASV3637;Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_incertae_sedis;Geminicoccus;NA
ASV3638;Bacteria;NA;NA;NA;NA;NA
ASV3639;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3640;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3641;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA
ASV3642;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV3643;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV3644;Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA
ASV3645;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV3646;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA
ASV3647;Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_1;Thermoactinomyces
ASV3648;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA
ASV3649;Bacteria;NA;NA;NA;NA;NA
ASV3650;Bacteria;NA;NA;NA;NA;NA
ASV3651;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV3652;Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;NA;NA
ASV3653;Bacteria;Bacteroidetes;NA;NA;NA;NA
ASV3654;Bacteria;NA;NA;NA;NA;NA
ASV3655;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella
ASV3656;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV3657;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV3658;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
ASV3659;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
ASV3660;Bacteria;NA;NA;NA;NA;NA
ASV3661;Bacteria;NA;NA;NA;NA;NA
ASV3662;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ASV3663;Bacteria;NA;NA;NA;NA;NA
ASV3664;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV3665;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Clostridium_XVIII
ASV3666;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium
ASV3667;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV3668;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;NA
ASV3669;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
ASV3670;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV3671;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV3672;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas
ASV3673;Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;NA;NA
ASV3674;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus
ASV3675;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;NA
ASV3676;Bacteria;NA;NA;NA;NA;NA
ASV3677;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;NA
ASV3678;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA
ASV3679;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV3680;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV3681;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum
ASV3682;Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16;NA;NA
ASV3683;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA
ASV3684;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia
ASV3685;Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA
ASV3686;Bacteria;Acidobacteria;Acidobacteria_Gp4;Aridibacter;NA;NA
ASV3687;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ASV3688;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus
ASV3689;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV3690;Bacteria;Armatimonadetes;Armatimonadetes_gp5;NA;NA;NA
ASV3691;Bacteria;NA;NA;NA;NA;NA
ASV3692;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;NA
ASV3693;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA
ASV3694;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
ASV3695;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
ASV3696;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto
ASV3697;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter
ASV3698;Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA
ASV3699;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Aeromicrobium
ASV3700;Bacteria;candidate_division_WPS-1;NA;NA;NA;NA
ASV3701;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3702;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;NA;NA
ASV3703;Bacteria;Chloroflexi;NA;NA;NA;NA
ASV3704;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;NA;NA
ASV3705;Bacteria;NA;NA;NA;NA;NA
ASV3706;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV3707;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;NA;NA
ASV3708;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus
ASV3709;Bacteria;NA;NA;NA;NA;NA
ASV3710;Bacteria;Actinobacteria;Actinobacteria;Gaiellales;Gaiellaceae;Gaiella
ASV3711;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA
ASV3712;Bacteria;Chloroflexi;NA;NA;NA;NA
ASV3713;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA
ASV3714;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis
ASV3715;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA
ASV3716;Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea
ASV3717;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA
ASV3718;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
ASV3719;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA
ASV3720;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
ASV3721;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Patulibacteraceae;Patulibacter
ASV3722;Bacteria;Firmicutes;Clostridia;NA;NA;NA
ASV3723;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia
ASV3724;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma
ASV3725;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus
ASV3726;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum
ASV3727;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV3728;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV3729;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA
ASV3730;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium_IV
ASV3731;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV3732;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV3733;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;NA
ASV3734;Bacteria;NA;NA;NA;NA;NA
ASV3735;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium
ASV3736;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA
ASV3737;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;NA
ASV3738;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV3739;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavisolibacter
ASV3740;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter
ASV3741;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV3742;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Spelaeicoccus
ASV3743;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV3744;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Conexibacteraceae;Conexibacter
ASV3745;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;NA
ASV3746;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV3747;Bacteria;NA;NA;NA;NA;NA
ASV3748;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;NA;NA
ASV3749;Bacteria;Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum
ASV3750;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3751;Bacteria;NA;NA;NA;NA;NA
ASV3752;Bacteria;Firmicutes;NA;NA;NA;NA
ASV3753;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV3754;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
ASV3755;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV3756;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV3757;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
ASV3758;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus
ASV3759;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_I;GpI;NA
ASV3760;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
ASV3761;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV3762;NA;NA;NA;NA;NA;NA
ASV3763;Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae_2;Planifilum
ASV3764;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;NA
ASV3765;Bacteria;NA;NA;NA;NA;NA
ASV3766;Bacteria;NA;NA;NA;NA;NA
ASV3767;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA
ASV3768;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA
ASV3769;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV3770;Bacteria;NA;NA;NA;NA;NA
ASV3771;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Brackiella
ASV3772;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter
ASV3773;Bacteria;NA;NA;NA;NA;NA
ASV3774;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
ASV3775;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV3776;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA
ASV3777;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Singulisphaera
ASV3778;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA
ASV3779;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV3780;Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16;NA;NA
ASV3781;Bacteria;candidate_division_WPS-1;NA;NA;NA;NA
ASV3782;Bacteria;NA;NA;NA;NA;NA
ASV3783;Bacteria;NA;NA;NA;NA;NA
ASV3784;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV3785;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA
ASV3786;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV3787;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV3788;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV3789;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia
ASV3790;Bacteria;Armatimonadetes;Armatimonadetes_gp5;NA;NA;NA
ASV3791;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA
ASV3792;Bacteria;NA;NA;NA;NA;NA
ASV3793;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV3794;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Finegoldia
ASV3795;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV3796;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
ASV3797;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV3798;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Negativicoccus
ASV3799;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
ASV3800;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;NA
ASV3801;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV3802;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
ASV3803;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV3804;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola
ASV3805;Bacteria;NA;NA;NA;NA;NA
ASV3806;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
ASV3807;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV3808;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas
ASV3809;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV3810;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium
ASV3811;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus
ASV3812;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV3813;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister
ASV3814;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV3815;Bacteria;NA;NA;NA;NA;NA
ASV3816;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV3817;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
