x;Kingdom;Phylum;Class;Order;Family;Genus
ASV1075;Bacteria;SR1;NA;NA;NA;NA
ASV1076;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
ASV1077;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Aquabacterium
ASV1078;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
ASV1079;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2;NA
ASV1080;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XIII;Mogibacterium
ASV1081;Bacteria;NA;NA;NA;NA;NA
ASV1082;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
ASV1083;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;NA
ASV1084;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA
ASV1085;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV1086;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV1087;Bacteria;NA;NA;NA;NA;NA
ASV1088;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Kocuria
ASV1089;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter
ASV1090;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella
ASV1091;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Alterococcus
ASV1092;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
ASV1093;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV1094;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV1095;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum
ASV1096;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea
ASV1097;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus
ASV1098;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV1099;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;NA
ASV1100;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter
ASV1101;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV1102;Bacteria;NA;NA;NA;NA;NA
ASV1103;NA;NA;NA;NA;NA;NA
ASV1104;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV1105;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA
ASV1106;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rufibacter
ASV1107;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
ASV1108;Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Olsenella
ASV1109;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Rhizobacter
ASV1110;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV1111;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XII;Exiguobacterium
ASV1112;Bacteria;NA;NA;NA;NA;NA
ASV1113;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
ASV1114;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
ASV1115;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia
ASV1116;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_XIII;GpXIII;NA
ASV1117;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pseudocitrobacter
ASV1118;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
ASV1119;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
ASV1120;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV1121;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV1122;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Singulisphaera
ASV1123;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Fructobacillus
ASV1124;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium
ASV1125;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV1126;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalicibacterium
ASV1127;Bacteria;NA;NA;NA;NA;NA
ASV1128;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV1129;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Saccharibacillus
ASV1130;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium
ASV1131;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV1132;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
ASV1133;Bacteria;NA;NA;NA;NA;NA
ASV1134;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
ASV1135;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter
ASV1136;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV1137;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV1138;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Aquabacterium
ASV1139;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
ASV1140;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium
ASV1141;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Singulisphaera
ASV1142;Bacteria;Firmicutes;NA;NA;NA;NA
ASV1143;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus
ASV1144;Bacteria;Armatimonadetes;Armatimonadetes_gp4;NA;NA;NA
ASV1145;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter
ASV1146;Bacteria;NA;NA;NA;NA;NA
ASV1147;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV1148;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium
ASV1149;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium
ASV1150;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea
ASV1151;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV1152;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV1153;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV1154;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV1155;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
ASV1156;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV1157;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV1158;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Gulbenkiania
ASV1159;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_X;Thermicanus
ASV1160;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV1161;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV1162;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV1163;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV1164;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus
ASV1165;Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16;NA;NA
ASV1166;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV1167;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;NA
ASV1168;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
ASV1169;Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Victivallis
ASV1170;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV1171;Bacteria;NA;NA;NA;NA;NA
ASV1172;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV1173;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
ASV1174;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2;Ammoniphilus
ASV1175;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter
ASV1176;Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas/Armatimonadetes_gp1
ASV1177;Bacteria;Firmicutes;NA;NA;NA;NA
ASV1178;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina
ASV1179;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV1180;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV1181;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Aquabacterium
ASV1182;Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
ASV1183;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
ASV1184;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV1185;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV1186;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
ASV1187;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
ASV1188;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV1189;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV1190;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV1191;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV1192;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV1193;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV1194;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV1195;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;NA
ASV1196;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella
ASV1197;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
ASV1198;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rhodanobacter
ASV1199;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Plantibacter
ASV1200;NA;NA;NA;NA;NA;NA
ASV1201;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium
ASV1202;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV1203;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV1204;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;NA
